Timestamps,Date,mm/h Max Precip Rate,m3/m3 Water Content,degree_C Soil Temperature,mS/cm Saturation Extract EC,kPa Atmospheric Pressure,degree_C Air Temperature
04/08/22 0:00,04/08/22,0,0.333,23.5,0.535,99.84,22.4
04/08/22 0:15,04/08/22,0,0.333,23.5,0.535,99.83,22.7
04/08/22 0:30,04/08/22,0,0.333,23.5,0.535,99.82,22.8
04/08/22 0:45,04/08/22,0,0.333,23.5,0.533,99.82,22.7
04/08/22 1:00,04/08/22,0,0.333,23.5,0.535,99.82,22.6
04/08/22 1:15,04/08/22,0,0.333,23.5,0.535,99.83,22.5
04/08/22 1:30,04/08/22,0,0.333,23.5,0.535,99.81,22.4
04/08/22 1:45,04/08/22,0,0.333,23.5,0.535,99.8,22.4
04/08/22 2:00,04/08/22,0,0.333,23.5,0.535,99.78,22.5
04/08/22 2:15,04/08/22,0,0.333,23.5,0.535,99.77,22.6
04/08/22 2:30,04/08/22,0,0.333,23.5,0.535,99.78,22.7
04/08/22 2:45,04/08/22,0,0.333,23.5,0.535,99.78,22.6
04/08/22 3:00,04/08/22,0,0.333,23.5,0.535,99.78,22.5
04/08/22 3:15,04/08/22,0,0.333,23.5,0.535,99.79,22.3
04/08/22 3:30,04/08/22,0,0.333,23.5,0.535,99.79,22.1
04/08/22 3:45,04/08/22,0,0.333,23.5,0.535,99.81,22
04/08/22 4:00,04/08/22,0,0.333,23.5,0.535,99.83,21.9
04/08/22 4:15,04/08/22,0,0.333,23.5,0.535,99.83,21.9
04/08/22 4:30,04/08/22,0,0.333,23.5,0.535,99.81,22
04/08/22 4:45,04/08/22,0,0.333,23.5,0.535,99.82,22.1
04/08/22 5:00,04/08/22,0,0.333,23.5,0.535,99.84,22.2
04/08/22 5:15,04/08/22,0,0.333,23.5,0.535,99.85,22.2
04/08/22 5:30,04/08/22,0,0.333,23.5,0.535,99.88,22.2
04/08/22 5:45,04/08/22,0,0.333,23.5,0.534,99.88,22.2
04/08/22 6:00,04/08/22,0,0.333,23.5,0.535,99.9,22.2
04/08/22 6:15,04/08/22,0,0.333,23.5,0.534,99.92,22.4
04/08/22 6:30,04/08/22,0,0.333,23.5,0.535,99.93,22.7
04/08/22 6:45,04/08/22,0,0.333,23.5,0.534,99.93,23.5
04/08/22 7:00,04/08/22,0,0.333,23.5,0.536,99.93,24.8
04/08/22 7:15,04/08/22,0,0.333,23.5,0.534,99.93,26
04/08/22 7:30,04/08/22,0,0.333,23.5,0.533,99.91,26.6
04/08/22 7:45,04/08/22,0,0.333,23.5,0.534,99.89,26.3
04/08/22 8:00,04/08/22,0,0.333,23.5,0.534,99.89,26.2
04/08/22 8:15,04/08/22,0,0.333,23.5,0.533,99.92,26.3
04/08/22 8:30,04/08/22,0,0.333,23.5,0.534,99.92,26.9
04/08/22 8:45,04/08/22,0,0.333,23.5,0.534,99.93,27.5
04/08/22 9:00,04/08/22,0,0.333,23.5,0.534,99.95,27.9
04/08/22 9:15,04/08/22,0,0.333,23.5,0.534,99.95,28.1
04/08/22 9:30,04/08/22,0,0.333,23.5,0.534,99.94,28.6
04/08/22 9:45,04/08/22,0,0.333,23.5,0.535,99.96,29.4
04/08/22 10:00,04/08/22,0,0.333,23.5,0.535,99.97,29.6
04/08/22 10:15,04/08/22,0,0.333,23.5,0.535,99.99,29.6
04/08/22 10:30,04/08/22,0,0.333,23.5,0.534,100,29.2
04/08/22 10:45,04/08/22,0,0.333,23.5,0.534,100.01,29.6
04/08/22 11:00,04/08/22,0,0.333,23.5,0.534,100.02,29.7
04/08/22 11:15,04/08/22,0,0.333,23.5,0.534,100.03,30
04/08/22 11:30,04/08/22,0,0.333,23.5,0.534,100.03,30.5
04/08/22 11:45,04/08/22,0,0.333,23.5,0.532,100.03,30.8
04/08/22 12:00,04/08/22,0,0.333,23.5,0.532,100.03,31.5
04/08/22 12:15,04/08/22,0,0.333,23.5,0.531,100.03,31.7
04/08/22 12:30,04/08/22,0,0.333,23.5,0.529,100.03,31.9
04/08/22 12:45,04/08/22,0,0.333,23.5,0.531,100.03,32
04/08/22 13:00,04/08/22,0,0.333,23.5,0.529,100.03,32.3
04/08/22 13:15,04/08/22,0,0.333,23.5,0.531,100.03,33
04/08/22 13:30,04/08/22,0,0.333,23.5,0.529,100.03,34
04/08/22 13:45,04/08/22,0,0.333,23.5,0.532,100.04,34.8
04/08/22 14:00,04/08/22,0,0.333,23.5,0.53,100.04,35.3
04/08/22 14:15,04/08/22,0,0.333,23.5,0.531,100.03,34.4
04/08/22 14:30,04/08/22,0,0.333,23.5,0.531,100.02,34
04/08/22 14:45,04/08/22,0,0.333,23.5,0.531,100,34.2
04/08/22 15:00,04/08/22,0,0.333,23.5,0.531,99.98,34.1
04/08/22 15:15,04/08/22,0,0.333,23.5,0.53,99.97,34
04/08/22 15:30,04/08/22,0,0.333,23.5,0.53,99.96,34.2
04/08/22 15:45,04/08/22,0,0.333,23.5,0.531,99.96,34.7
04/08/22 16:00,04/08/22,0,0.333,23.5,0.53,99.95,34.2
04/08/22 16:15,04/08/22,0,0.333,23.5,0.531,99.93,33.6
04/08/22 16:30,04/08/22,0,0.333,23.5,0.531,99.9,33.2
04/08/22 16:45,04/08/22,0,0.333,23.5,0.531,99.88,33.1
04/08/22 17:00,04/08/22,0,0.333,23.5,0.531,99.88,33
04/08/22 17:15,04/08/22,0,0.333,23.5,0.53,99.89,33.1
04/08/22 17:30,04/08/22,0,0.333,23.5,0.531,99.89,33.1
04/08/22 17:45,04/08/22,0,0.333,23.5,0.531,99.88,32.2
04/08/22 18:00,04/08/22,0,0.333,23.5,0.531,99.89,31.3
04/08/22 18:15,04/08/22,0,0.333,23.5,0.531,99.89,30.6
04/08/22 18:30,04/08/22,0,0.333,23.5,0.53,99.88,29.6
04/08/22 18:45,04/08/22,0,0.333,23.5,0.531,99.88,28.6
04/08/22 19:00,04/08/22,0,0.333,23.5,0.531,99.9,27.8
04/08/22 19:15,04/08/22,0,0.333,23.5,0.53,99.89,27.1
04/08/22 19:30,04/08/22,0,0.333,23.5,0.531,99.9,26.5
04/08/22 19:45,04/08/22,0,0.333,23.5,0.531,99.92,26.1
04/08/22 20:00,04/08/22,0,0.333,23.5,0.531,99.93,25.7
04/08/22 20:15,04/08/22,0,0.333,23.5,0.531,99.94,25.3
04/08/22 20:30,04/08/22,0,0.333,23.5,0.531,99.96,25
04/08/22 20:45,04/08/22,0,0.332,23.5,0.53,99.97,24.7
04/08/22 21:00,04/08/22,0,0.333,23.5,0.53,99.97,24.4
04/08/22 21:15,04/08/22,0,0.333,23.5,0.531,99.99,24.2
04/08/22 21:30,04/08/22,0,0.333,23.5,0.53,100.01,24
04/08/22 21:45,04/08/22,0,0.333,23.5,0.53,100.02,23.8
04/08/22 22:00,04/08/22,0,0.333,23.5,0.53,100.04,23.7
04/08/22 22:15,04/08/22,0,0.333,23.5,0.53,100.04,23.7
04/08/22 22:30,04/08/22,0,0.333,23.5,0.531,100.03,23.6
04/08/22 22:45,04/08/22,0,0.333,23.5,0.53,100.03,23.6
04/08/22 23:00,04/08/22,0,0.333,23.5,0.53,100.03,23.5
04/08/22 23:15,04/08/22,0,0.333,23.5,0.529,100.03,23.5
04/08/22 23:30,04/08/22,0,0.333,23.5,0.53,100.04,23.5
04/08/22 23:45,04/08/22,0,0.333,23.5,0.529,100.04,23.5
05/08/22 0:00,05/08/22,0,0.333,23.5,0.529,100.04,23.5
05/08/22 0:15,05/08/22,0,0.333,23.5,0.529,100.03,23.6
05/08/22 0:30,05/08/22,0,0.333,23.5,0.529,100.03,23.6
05/08/22 0:45,05/08/22,0,0.333,23.5,0.529,100.03,23.4
05/08/22 1:00,05/08/22,0,0.333,23.5,0.527,100.03,23.4
05/08/22 1:15,05/08/22,0,0.333,23.5,0.529,100.03,23.3
05/08/22 1:30,05/08/22,0,0.333,23.5,0.526,100.02,23.3
05/08/22 1:45,05/08/22,0,0.333,23.5,0.526,100.03,23.2
05/08/22 2:00,05/08/22,0,0.332,23.5,0.529,100.04,23.2
05/08/22 2:15,05/08/22,0,0.333,23.5,0.526,100.04,23.2
05/08/22 2:30,05/08/22,0,0.332,23.5,0.528,100.04,23.2
05/08/22 2:45,05/08/22,0,0.333,23.5,0.526,100.04,23.2
05/08/22 3:00,05/08/22,0,0.333,23.5,0.526,100.05,23.2
05/08/22 3:15,05/08/22,0,0.333,23.5,0.529,100.04,23.3
05/08/22 3:30,05/08/22,0,0.333,23.5,0.527,100.03,23.3
05/08/22 3:45,05/08/22,0,0.332,23.5,0.529,100,23.3
05/08/22 4:00,05/08/22,0,0.332,23.5,0.529,100.02,23.3
05/08/22 4:15,05/08/22,0,0.332,23.5,0.526,100.02,23.3
05/08/22 4:30,05/08/22,0,0.333,23.5,0.528,100.02,23.4
05/08/22 4:45,05/08/22,0,0.333,23.5,0.528,100,23.5
05/08/22 5:00,05/08/22,0,0.332,23.5,0.528,100.02,23.6
05/08/22 5:15,05/08/22,0,0.332,23.5,0.528,100,23.6
05/08/22 5:30,05/08/22,0,0.333,23.5,0.527,100.01,23.7
05/08/22 5:45,05/08/22,0,0.332,23.5,0.528,100.02,23.7
05/08/22 6:00,05/08/22,0,0.333,23.5,0.528,100.05,23.7
05/08/22 6:15,05/08/22,12,0.333,23.5,0.526,100.09,23.7
05/08/22 6:30,05/08/22,36,0.333,23.5,0.528,100.13,23.7
05/08/22 6:45,05/08/22,12,0.333,23.5,0.528,100.13,23.6
05/08/22 7:00,05/08/22,72,0.333,23.5,0.525,100.15,23.5
05/08/22 7:15,05/08/22,120,0.332,23.5,0.527,100.17,23.1
05/08/22 7:30,05/08/22,132,0.338,23.5,0.535,100.26,23
05/08/22 7:45,05/08/22,96,0.361,23.5,0.564,100.26,22.8
05/08/22 8:00,05/08/22,36,0.364,23.6,0.566,100.26,22.3
05/08/22 8:15,05/08/22,24,0.365,23.7,0.565,100.25,22.1
05/08/22 8:30,05/08/22,60,0.365,23.7,0.563,100.24,22
05/08/22 8:45,05/08/22,72,0.365,23.7,0.562,100.25,22.1
05/08/22 9:00,05/08/22,12,0.366,23.7,0.562,100.27,22.2
05/08/22 9:15,05/08/22,60,0.366,23.7,0.56,100.32,22.2
05/08/22 9:30,05/08/22,72,0.366,23.8,0.555,100.31,22.2
05/08/22 9:45,05/08/22,12,0.366,23.8,0.556,100.28,22.2
05/08/22 10:00,05/08/22,12,0.366,23.8,0.556,100.29,22.2
05/08/22 10:15,05/08/22,12,0.366,23.8,0.555,100.29,22.3
05/08/22 10:30,05/08/22,12,0.367,23.8,0.554,100.3,22.3
05/08/22 10:45,05/08/22,12,0.367,23.8,0.553,100.29,22.4
05/08/22 11:00,05/08/22,12,0.367,23.8,0.55,100.32,22.6
05/08/22 11:15,05/08/22,60,0.367,23.8,0.55,100.35,22.7
05/08/22 11:30,05/08/22,12,0.367,23.8,0.551,100.36,22.7
05/08/22 11:45,05/08/22,12,0.367,23.8,0.549,100.38,22.7
05/08/22 12:00,05/08/22,12,0.367,23.8,0.548,100.41,22.8
05/08/22 12:15,05/08/22,12,0.367,23.8,0.546,100.41,22.9
05/08/22 12:30,05/08/22,0,0.367,23.8,0.548,100.37,23
05/08/22 12:45,05/08/22,0,0.367,23.8,0.548,100.35,23.3
05/08/22 13:00,05/08/22,0,0.367,23.8,0.547,100.32,23.6
05/08/22 13:15,05/08/22,0,0.367,23.8,0.546,100.3,24
05/08/22 13:30,05/08/22,0,0.367,23.8,0.547,100.27,24.4
05/08/22 13:45,05/08/22,0,0.368,23.8,0.546,100.25,25.2
05/08/22 14:00,05/08/22,0,0.368,23.8,0.547,100.23,26.1
05/08/22 14:15,05/08/22,0,0.368,23.8,0.546,100.22,27.3
05/08/22 14:30,05/08/22,0,0.368,23.9,0.546,100.22,28.4
05/08/22 14:45,05/08/22,0,0.368,23.9,0.547,100.2,29.7
05/08/22 15:00,05/08/22,0,0.368,23.9,0.548,100.18,30.7
05/08/22 15:15,05/08/22,0,0.368,23.9,0.548,100.17,31.8
05/08/22 15:30,05/08/22,0,0.368,23.9,0.55,100.15,31.8
05/08/22 15:45,05/08/22,0,0.367,23.9,0.551,100.13,31.8
05/08/22 16:00,05/08/22,0,0.367,23.8,0.549,100.13,32.2
05/08/22 16:15,05/08/22,0,0.366,23.8,0.549,100.12,32.2
05/08/22 16:30,05/08/22,0,0.366,23.8,0.549,100.11,32.4
05/08/22 16:45,05/08/22,0,0.365,23.8,0.548,100.1,32.6
05/08/22 17:00,05/08/22,0,0.365,23.8,0.549,100.1,32.8
05/08/22 17:15,05/08/22,0,0.364,23.8,0.549,100.1,32.7
05/08/22 17:30,05/08/22,0,0.363,23.8,0.55,100.1,32.4
05/08/22 17:45,05/08/22,0,0.362,23.8,0.55,100.09,32.2
05/08/22 18:00,05/08/22,0,0.362,23.7,0.549,100.1,32.2
05/08/22 18:15,05/08/22,0,0.361,23.7,0.551,100.1,32.2
05/08/22 18:30,05/08/22,0,0.361,23.7,0.551,100.11,31.4
05/08/22 18:45,05/08/22,0,0.361,23.7,0.55,100.12,30.2
05/08/22 19:00,05/08/22,0,0.36,23.7,0.549,100.13,29.2
05/08/22 19:15,05/08/22,0,0.36,23.7,0.55,100.13,28.4
05/08/22 19:30,05/08/22,0,0.36,23.7,0.551,100.12,27.8
05/08/22 19:45,05/08/22,0,0.36,23.7,0.55,100.12,27.1
05/08/22 20:00,05/08/22,0,0.36,23.7,0.551,100.14,26.6
05/08/22 20:15,05/08/22,0,0.359,23.7,0.549,100.15,26.1
05/08/22 20:30,05/08/22,0,0.359,23.7,0.551,100.15,25.6
05/08/22 20:45,05/08/22,0,0.359,23.7,0.552,100.15,25.1
05/08/22 21:00,05/08/22,0,0.359,23.7,0.552,100.17,24.6
05/08/22 21:15,05/08/22,0,0.358,23.7,0.553,100.2,24.3
05/08/22 21:30,05/08/22,0,0.358,23.7,0.552,100.21,24
05/08/22 21:45,05/08/22,0,0.358,23.7,0.548,100.22,23.8
05/08/22 22:00,05/08/22,0,0.358,23.7,0.549,100.22,23.6
05/08/22 22:15,05/08/22,0,0.357,23.6,0.549,100.22,23.4
05/08/22 22:30,05/08/22,0,0.357,23.6,0.548,100.21,23.3
05/08/22 22:45,05/08/22,0,0.357,23.6,0.546,100.21,23.1
05/08/22 23:00,05/08/22,0,0.357,23.6,0.546,100.21,23
05/08/22 23:15,05/08/22,0,0.357,23.6,0.546,100.21,22.9
05/08/22 23:30,05/08/22,0,0.356,23.6,0.545,100.21,22.8
05/08/22 23:45,05/08/22,0,0.356,23.6,0.544,100.21,22.7
06/08/22 0:00,06/08/22,0,0.356,23.6,0.544,100.22,22.6
06/08/22 0:15,06/08/22,0,0.356,23.6,0.544,100.22,22.7
06/08/22 0:30,06/08/22,0,0.355,23.6,0.545,100.22,22.6
06/08/22 0:45,06/08/22,0,0.355,23.6,0.544,100.21,22.6
06/08/22 1:00,06/08/22,0,0.355,23.6,0.543,100.22,22.5
06/08/22 1:15,06/08/22,0,0.354,23.6,0.543,100.22,22.3
06/08/22 1:30,06/08/22,0,0.354,23.6,0.544,100.21,22.2
06/08/22 1:45,06/08/22,0,0.354,23.6,0.544,100.19,22.1
06/08/22 2:00,06/08/22,0,0.353,23.6,0.543,100.19,22
06/08/22 2:15,06/08/22,0,0.353,23.6,0.542,100.19,22
06/08/22 2:30,06/08/22,0,0.353,23.6,0.544,100.2,21.9
06/08/22 2:45,06/08/22,0,0.353,23.6,0.542,100.2,21.9
06/08/22 3:00,06/08/22,0,0.352,23.6,0.542,100.2,21.8
06/08/22 3:15,06/08/22,0,0.352,23.6,0.541,100.21,21.8
06/08/22 3:30,06/08/22,0,0.352,23.6,0.54,100.22,22
06/08/22 3:45,06/08/22,0,0.352,23.6,0.542,100.25,22
06/08/22 4:00,06/08/22,0,0.351,23.6,0.542,100.25,21.8
06/08/22 4:15,06/08/22,0,0.351,23.6,0.54,100.24,21.6
06/08/22 4:30,06/08/22,0,0.351,23.6,0.54,100.25,21.5
06/08/22 4:45,06/08/22,0,0.351,23.6,0.541,100.27,21.5
06/08/22 5:00,06/08/22,0,0.35,23.6,0.54,100.3,21.5
06/08/22 5:15,06/08/22,0,0.35,23.6,0.541,100.31,21.6
06/08/22 5:30,06/08/22,0,0.35,23.6,0.541,100.33,21.6
06/08/22 5:45,06/08/22,0,0.35,23.6,0.54,100.35,21.5
06/08/22 6:00,06/08/22,0,0.35,23.6,0.54,100.37,21.4
06/08/22 6:15,06/08/22,0,0.349,23.6,0.538,100.38,21.4
06/08/22 6:30,06/08/22,0,0.349,23.6,0.538,100.4,21.6
06/08/22 6:45,06/08/22,0,0.349,23.6,0.539,100.42,22.4
06/08/22 7:00,06/08/22,0,0.349,23.6,0.539,100.42,23.1
06/08/22 7:15,06/08/22,0,0.349,23.6,0.539,100.43,23.8
06/08/22 7:30,06/08/22,0,0.348,23.6,0.539,100.43,24.6
06/08/22 7:45,06/08/22,0,0.348,23.6,0.538,100.42,26.2
06/08/22 8:00,06/08/22,0,0.348,23.5,0.539,100.45,27.3
06/08/22 8:15,06/08/22,0,0.348,23.5,0.536,100.47,28.1
06/08/22 8:30,06/08/22,0,0.348,23.5,0.537,100.48,28.9
06/08/22 8:45,06/08/22,0,0.348,23.5,0.534,100.48,29.6
06/08/22 9:00,06/08/22,0,0.348,23.5,0.536,100.48,30.4
06/08/22 9:15,06/08/22,0,0.347,23.5,0.532,100.48,31.4
06/08/22 9:30,06/08/22,0,0.347,23.5,0.531,100.48,32.1
06/08/22 9:45,06/08/22,0,0.347,23.5,0.532,100.49,32.5
06/08/22 10:00,06/08/22,0,0.347,23.5,0.532,100.5,33
06/08/22 10:15,06/08/22,0,0.347,23.5,0.531,100.51,33.5
06/08/22 10:30,06/08/22,0,0.347,23.5,0.529,100.51,33.5
06/08/22 10:45,06/08/22,0,0.346,23.5,0.528,100.52,34
06/08/22 11:00,06/08/22,0,0.346,23.5,0.528,100.51,34.5
06/08/22 11:15,06/08/22,0,0.346,23.5,0.53,100.52,34.7
06/08/22 11:30,06/08/22,0,0.346,23.5,0.529,100.52,34.6
06/08/22 11:45,06/08/22,0,0.346,23.5,0.527,100.5,34.7
06/08/22 12:00,06/08/22,0,0.346,23.5,0.526,100.5,35.4
06/08/22 12:15,06/08/22,0,0.346,23.5,0.524,100.49,35.9
06/08/22 12:30,06/08/22,0,0.346,23.5,0.526,100.49,36.2
06/08/22 12:45,06/08/22,0,0.345,23.5,0.528,100.49,36
06/08/22 13:00,06/08/22,0,0.345,23.5,0.521,100.48,36.2
06/08/22 13:15,06/08/22,0,0.345,23.5,0.526,100.47,35.6
06/08/22 13:30,06/08/22,0,0.345,23.5,0.523,100.44,35.5
06/08/22 13:45,06/08/22,0,0.345,23.5,0.525,100.41,35.6
06/08/22 14:00,06/08/22,0,0.345,23.5,0.526,100.38,35.8
06/08/22 14:15,06/08/22,0,0.345,23.5,0.525,100.38,35.7
06/08/22 14:30,06/08/22,0,0.345,23.5,0.526,100.36,35.6
06/08/22 14:45,06/08/22,0,0.345,23.5,0.524,100.34,35.7
06/08/22 15:00,06/08/22,0,0.344,23.5,0.524,100.32,35.1
06/08/22 15:15,06/08/22,0,0.344,23.5,0.522,100.3,35.1
06/08/22 15:30,06/08/22,0,0.344,23.5,0.525,100.27,35.3
06/08/22 15:45,06/08/22,0,0.344,23.5,0.525,100.26,35.1
06/08/22 16:00,06/08/22,0,0.344,23.5,0.523,100.25,34.4
06/08/22 16:15,06/08/22,0,0.344,23.5,0.524,100.24,34.4
06/08/22 16:30,06/08/22,0,0.344,23.5,0.524,100.23,34.1
06/08/22 16:45,06/08/22,0,0.344,23.5,0.522,100.23,34.1
06/08/22 17:00,06/08/22,0,0.343,23.5,0.522,100.24,33.9
06/08/22 17:15,06/08/22,0,0.344,23.5,0.522,100.25,34.3
06/08/22 17:30,06/08/22,0,0.343,23.5,0.521,100.26,34
06/08/22 17:45,06/08/22,0,0.343,23.5,0.52,100.26,33.3
06/08/22 18:00,06/08/22,0,0.343,23.5,0.519,100.25,33.4
06/08/22 18:15,06/08/22,0,0.343,23.5,0.52,100.25,33.5
06/08/22 18:30,06/08/22,0,0.343,23.5,0.52,100.24,33.1
06/08/22 18:45,06/08/22,0,0.343,23.5,0.52,100.25,31.8
06/08/22 19:00,06/08/22,0,0.343,23.5,0.522,100.27,30.6
06/08/22 19:15,06/08/22,0,0.343,23.5,0.522,100.27,29.6
06/08/22 19:30,06/08/22,0,0.343,23.5,0.522,100.29,28.8
06/08/22 19:45,06/08/22,0,0.343,23.5,0.521,100.29,28
06/08/22 20:00,06/08/22,0,0.342,23.5,0.521,100.29,27.3
06/08/22 20:15,06/08/22,0,0.342,23.5,0.521,100.29,26.6
06/08/22 20:30,06/08/22,0,0.342,23.5,0.522,100.31,26
06/08/22 20:45,06/08/22,0,0.342,23.5,0.523,100.32,25.5
06/08/22 21:00,06/08/22,0,0.342,23.5,0.521,100.34,25.1
06/08/22 21:15,06/08/22,0,0.342,23.5,0.52,100.35,24.8
06/08/22 21:30,06/08/22,0,0.342,23.5,0.521,100.38,24.6
06/08/22 21:45,06/08/22,0,0.342,23.5,0.521,100.39,24.3
06/08/22 22:00,06/08/22,0,0.342,23.5,0.52,100.4,24.1
06/08/22 22:15,06/08/22,0,0.342,23.5,0.52,100.4,23.9
06/08/22 22:30,06/08/22,0,0.342,23.5,0.519,100.4,23.8
06/08/22 22:45,06/08/22,0,0.342,23.5,0.519,100.39,23.7
06/08/22 23:00,06/08/22,0,0.342,23.5,0.52,100.39,23.5
06/08/22 23:15,06/08/22,0,0.341,23.5,0.519,100.39,23.4
06/08/22 23:30,06/08/22,0,0.341,23.5,0.519,100.4,23.2
06/08/22 23:45,06/08/22,0,0.341,23.5,0.519,100.4,23.1
07/08/22 0:00,07/08/22,0,0.341,23.5,0.519,100.4,23
07/08/22 0:15,07/08/22,0,0.341,23.5,0.519,100.4,23.2
07/08/22 0:30,07/08/22,0,0.341,23.5,0.518,100.39,23.2
07/08/22 0:45,07/08/22,0,0.341,23.5,0.519,100.38,23.1
07/08/22 1:00,07/08/22,0,0.341,23.5,0.52,100.38,23
07/08/22 1:15,07/08/22,0,0.341,23.5,0.52,100.36,23
07/08/22 1:30,07/08/22,0,0.341,23.5,0.519,100.36,22.9
07/08/22 1:45,07/08/22,0,0.341,23.5,0.517,100.34,22.8
07/08/22 2:00,07/08/22,0,0.341,23.5,0.517,100.34,22.7
07/08/22 2:15,07/08/22,0,0.341,23.5,0.517,100.35,22.7
07/08/22 2:30,07/08/22,0,0.341,23.5,0.516,100.35,22.8
07/08/22 2:45,07/08/22,0,0.341,23.5,0.518,100.34,22.7
07/08/22 3:00,07/08/22,0,0.34,23.5,0.518,100.35,22.7
07/08/22 3:15,07/08/22,0,0.34,23.5,0.517,100.36,22.7
07/08/22 3:30,07/08/22,0,0.34,23.5,0.517,100.36,22.7
07/08/22 3:45,07/08/22,0,0.34,23.5,0.517,100.36,22.6
07/08/22 4:00,07/08/22,0,0.34,23.5,0.517,100.36,22.6
07/08/22 4:15,07/08/22,0,0.34,23.5,0.517,100.36,22.5
07/08/22 4:30,07/08/22,0,0.34,23.5,0.517,100.37,22.5
07/08/22 4:45,07/08/22,0,0.34,23.5,0.517,100.37,22.4
07/08/22 5:00,07/08/22,0,0.34,23.5,0.517,100.37,22.5
07/08/22 5:15,07/08/22,0,0.34,23.5,0.517,100.38,22.4
07/08/22 5:30,07/08/22,0,0.34,23.5,0.516,100.4,22.3
07/08/22 5:45,07/08/22,0,0.34,23.5,0.517,100.4,22.2
07/08/22 6:00,07/08/22,0,0.34,23.5,0.517,100.41,22.1
07/08/22 6:15,07/08/22,0,0.34,23.5,0.516,100.42,22
07/08/22 6:30,07/08/22,0,0.34,23.5,0.518,100.43,22.2
07/08/22 6:45,07/08/22,0,0.34,23.5,0.516,100.44,23
07/08/22 7:00,07/08/22,0,0.34,23.5,0.515,100.45,24.1
07/08/22 7:15,07/08/22,0,0.34,23.5,0.513,100.47,25.1
07/08/22 7:30,07/08/22,0,0.34,23.5,0.513,100.48,26.1
07/08/22 7:45,07/08/22,0,0.34,23.5,0.513,100.52,27.4
07/08/22 8:00,07/08/22,0,0.339,23.5,0.513,100.54,28.5
07/08/22 8:15,07/08/22,0,0.339,23.5,0.513,100.54,29.4
07/08/22 8:30,07/08/22,0,0.339,23.5,0.513,100.54,30.3
07/08/22 8:45,07/08/22,0,0.339,23.5,0.513,100.54,30.8
07/08/22 9:00,07/08/22,0,0.339,23.5,0.514,100.56,31.2
07/08/22 9:15,07/08/22,0,0.339,23.5,0.514,100.56,31.5
07/08/22 9:30,07/08/22,0,0.339,23.5,0.514,100.56,32.2
07/08/22 9:45,07/08/22,0,0.339,23.5,0.514,100.55,32.9
07/08/22 10:00,07/08/22,0,0.339,23.5,0.514,100.55,33.5
07/08/22 10:15,07/08/22,0,0.339,23.5,0.514,100.56,34.1
07/08/22 10:30,07/08/22,0,0.339,23.5,0.513,100.57,34.2
07/08/22 10:45,07/08/22,0,0.339,23.5,0.513,100.59,34.9
07/08/22 11:00,07/08/22,0,0.339,23.5,0.514,100.59,35.5
07/08/22 11:15,07/08/22,0,0.339,23.5,0.513,100.58,36
07/08/22 11:30,07/08/22,0,0.339,23.5,0.512,100.57,36.1
07/08/22 11:45,07/08/22,0,0.339,23.5,0.51,100.56,35.7
07/08/22 12:00,07/08/22,0,0.339,23.5,0.51,100.55,35.1
07/08/22 12:15,07/08/22,0,0.338,23.5,0.511,100.53,34.7
07/08/22 12:30,07/08/22,0,0.339,23.5,0.511,100.51,35.1
07/08/22 12:45,07/08/22,0,0.338,23.5,0.511,100.48,35.6
07/08/22 13:00,07/08/22,0,0.338,23.5,0.51,100.46,35.8
07/08/22 13:15,07/08/22,0,0.338,23.5,0.51,100.43,35.9
07/08/22 13:30,07/08/22,0,0.338,23.5,0.51,100.42,35.9
07/08/22 13:45,07/08/22,0,0.338,23.5,0.51,100.41,36.1
07/08/22 14:00,07/08/22,0,0.338,23.5,0.51,100.39,36.1
07/08/22 14:15,07/08/22,0,0.338,23.5,0.51,100.36,35.6
07/08/22 14:30,07/08/22,0,0.338,23.5,0.51,100.32,35.2
07/08/22 14:45,07/08/22,0,0.338,23.5,0.511,100.31,35.9
07/08/22 15:00,07/08/22,0,0.338,23.5,0.511,100.29,35.5
07/08/22 15:15,07/08/22,0,0.338,23.5,0.511,100.28,35.6
07/08/22 15:30,07/08/22,0,0.338,23.5,0.511,100.26,36.2
07/08/22 15:45,07/08/22,0,0.338,23.5,0.51,100.24,36.2
07/08/22 16:00,07/08/22,0,0.338,23.5,0.507,100.23,36.3
07/08/22 16:15,07/08/22,0,0.338,23.5,0.506,100.24,36.3
07/08/22 16:30,07/08/22,0,0.338,23.5,0.507,100.23,36
07/08/22 16:45,07/08/22,0,0.338,23.5,0.507,100.22,35.8
07/08/22 17:00,07/08/22,0,0.338,23.5,0.509,100.22,35.8
07/08/22 17:15,07/08/22,0,0.338,23.5,0.506,100.22,35.4
07/08/22 17:30,07/08/22,0,0.337,23.5,0.508,100.21,35.2
07/08/22 17:45,07/08/22,0,0.337,23.5,0.508,100.21,35.3
07/08/22 18:00,07/08/22,0,0.337,23.5,0.505,100.2,35.3
07/08/22 18:15,07/08/22,0,0.337,23.5,0.507,100.2,34.9
07/08/22 18:30,07/08/22,0,0.337,23.5,0.507,100.19,34.3
07/08/22 18:45,07/08/22,0,0.337,23.5,0.507,100.19,33
07/08/22 19:00,07/08/22,0,0.337,23.5,0.507,100.19,31.9
07/08/22 19:15,07/08/22,0,0.337,23.5,0.507,100.2,30.9
07/08/22 19:30,07/08/22,0,0.337,23.5,0.507,100.21,30
07/08/22 19:45,07/08/22,0,0.337,23.5,0.507,100.22,29.2
